feature,p_value,p_adj
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA12405;f__UBA12405;g__JAHIEZ01,0.20882606537932946,0.4321810853338762
d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA2023;g__SSGK01,0.20882606537932946,0.4321810853338762
d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-57-11;g__SCUL01,0.20882606537932946,0.4321810853338762
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__RBG-16-42-10;f__RBG-16-42-10;g__JAGNZB01,0.2091027184305581,0.4326772351705757
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__JABSSF01,0.20938039025571187,0.43309886583073476
d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__Kpj58rc;g__M55B153,0.20936166807236686,0.43309886583073476
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__DUSC01,0.20957306884770247,0.433420922338993
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__JAAZIX01,0.20962505732882425,0.43345195340399084
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenitalea,0.2096742611943168,0.43346598961125327
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Micromonosporaceae;g__Polymorphospora,0.2097058157931575,0.43346598961125327
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_J,0.2100165827790985,0.4340318021814555
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloroploca,0.2102827418682883,0.43450524236536303
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__SHWB01,0.21039631026339434,0.4346632745085461
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA10566,0.2104788587940137,0.4346805682935402
d__Bacteria;p__Firmicutes;c__Bacilli;o__Brevibacillales;f__Brevibacillaceae;g__Brevibacillus_C,0.21046423991464955,0.4346805682935402
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicibacter,0.21053233173614655,0.43471439886322016
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas,0.21076848512984916,0.4351253559488872
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Flavimaricola,0.21142440393365708,0.4356072319373694
d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01,0.2114115424511605,0.4356072319373694
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__JACAEY01,0.21105181712591703,0.4356072319373694
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter,0.21129130952745065,0.4356072319373694
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Bisgaardia,0.21131173046450566,0.4356072319373694
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__M5B4,0.2113591149562169,0.4356072319373694
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA1265,0.2114115424511605,0.4356072319373694
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nitriliruptorales;f__Nitriliruptoraceae;g__SLMP01,0.21129130952745065,0.4356072319373694
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG25,0.2114479131818852,0.4356072319373694
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__SLCP01;g__PWVH01,0.21129130952745065,0.4356072319373694
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-146;f__SZUA-146;g__JABDKV01,0.2114479131818852,0.4356072319373694
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__Peribacter,0.2114479131818852,0.4356072319373694
d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__PDTW01,0.2116358366237751,0.4359177513586369
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Austwickia,0.2121204534550538,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconobacter_C,0.2122942984924271,0.436047875627628
d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Bu33,0.2122942984924271,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Ga0074130,0.2122942984924271,0.436047875627628
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__JACRBF01,0.2122942984924271,0.436047875627628
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciibacter,0.21177195200385582,0.436047875627628
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__DSPV01;g__2-02-FULL-44-35,0.2122942984924271,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2748265,0.2122942984924271,0.436047875627628
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__JABDCQ01,0.2122942984924271,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Symbiobacter,0.2122942984924271,0.436047875627628
d__Bacteria;p__Patescibacteria;c__UBA1384;o__2-12-FULL-50-11;f__2-12-FULL-50-11;g__GCA-016432625,0.2122942984924271,0.436047875627628
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__JACQBZ01;f__JACQBZ01;g__JACQCA01,0.2122942984924271,0.436047875627628
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__WTJH01,0.2122942984924271,0.436047875627628
d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS56;g__JABMPO01,0.2122942984924271,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__RGIG3394,0.2122942984924271,0.436047875627628
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__REEB58,0.2122942984924271,0.436047875627628
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__JAFTYO01,0.21247469067411828,0.436341926528941
d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__B51-G9;g__JAAYZF01,0.2130802774256942,0.4375089087997785
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Prochloraceae;g__Prochloron,0.21313526120289536,0.4375451499908799
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11530,0.21749368616572623,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Acidimangrovimonas,0.21890368872620108,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Arabia,0.21813147331848473,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mariniflexile,0.21384042769595663,0.4377105800357979
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__RUG658,0.21450146778519733,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Phaseolibacter,0.21477667909648912,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidimonas,0.21397974930626484,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__Ardenticatenaceae;g__WFWG01,0.2205217941002968,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__AAA044-D11,0.21397572187002234,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__CAINVV01,0.21579928329486547,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08,0.21575208033790236,0.4377105800357979
d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__JAAYZB01,0.22043000835893783,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA6955,0.21647475420145496,0.4377105800357979
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__JAGHEK01,0.21817490355395305,0.4377105800357979
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__Massilibacillus,0.21531505932413705,0.4377105800357979
d__Bacteria;p__Firmicutes_A;c__Ch29;o__Ch29;f__Ch29;g__JAAYEV01,0.21678540847458128,0.4377105800357979
d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoactinomyces_A,0.21531474284111868,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Lentilitoribacter,0.2183164792740039,0.4377105800357979
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__MED-G138,0.21984262263923174,0.4377105800357979
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__H1-ARM1,0.21656485564181177,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUPI01,0.218127716359266,0.4377105800357979
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitrosophilus,0.21422966977861663,0.4377105800357979
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA2396,0.21815483875845101,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella,0.2200188594945346,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Jiangellales;f__Jiangellaceae;g__Haloactinopolyspora,0.21789602047504184,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium,0.21722983151006117,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAAR01,0.21591155674543377,0.4377105800357979
d__Bacteria;p__Firmicutes_F;c__Halanaerobiia;o__Halobacteroidales;f__Acetohalobiaceae;g__Sporohalobacter,0.22062819228938058,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea,0.21604286064803416,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I,0.21751035523145607,0.4377105800357979
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__55-13,0.21544944192896862,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__UBA1384;o__UBA12157;f__UBA12157;g__GWE1-39-12,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12470;g__CG2-30-44-17,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__2-02-FULL-40-12;g__JACPLU01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2698995,0.21441784862847305,0.4377105800357979
d__Bacteria;p__Omnitrophota;c__Koll11;o__GIF10;f__UBA6249;g__JAHJJA01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_E,0.21525966922005368,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__JADHVM01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SpSt-899;g__BS503,0.216919002975505,0.4377105800357979
d__Bacteria;p__Omnitrophota;c__Koll11;o__2-02-FULL-51-18;f__JAGOUK01;g__JADGBA01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__BM521,0.21387200917261714,0.4377105800357979
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UMGS416;g__JAEEJN01,0.21922521560826888,0.4377105800357979
d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__JAEUWD01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__JAAKFP01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2982,0.21543448925364234,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__2-02-FULL-39-11;f__2-02-FULL-39-11;g__01-FULL-39-12b,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__SDB,0.2181449349651594,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9339;f__UBA9339;g__JAFGXA01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__JAADHZ01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Canibacter,0.217327089099609,0.4377105800357979
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__JACRHE01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__PEYH01;g__JAHIEL01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SHYD01;f__SHYD01;g__SHYE01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__CAIKKG01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Nitrospinota;c__UBA7883;o__JACRGQ01;f__JACRGQ01;g__JACRGR01,0.21787926395814905,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__JAADGY01;f__JAADGY01;g__S014-63,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Xenococcus,0.21473080470733863,0.4377105800357979
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__MGBC162581,0.2156314332163643,0.4377105800357979
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__JAEIOG01,0.2201413505009777,0.4377105800357979
d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4778;g__UBA2207,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A,0.21858291636411997,0.4377105800357979
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__UBA1313,0.21384531964064016,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__Woeseia,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU080;f__DTU080;g__DUQB01,0.2151358887929151,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__JABIRP01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADJPL01,0.22077422097749985,0.4377105800357979
d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104_A;f__Fen-1088;g__JADGRB01,0.21672363591735405,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1127;f__SHYT01;g__SHXZ01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Bdellovibrionota_E;c__O2-12-FULL-43-9;o__2-02-FULL-40-11;f__2-02-FULL-40-11;g__JACQJD01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__JAAFKA01,0.21925457375280916,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__JADHLI01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera_A,0.21818706438564145,0.4377105800357979
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Kineosphaera,0.21482714679226136,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__BCD5,0.2135696280613879,0.4377105800357979
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__WH-5701,0.22073923132150342,0.4377105800357979
d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum_C,0.2138111617595805,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermobaculales;f__Thermobaculaceae;g__JACDAU01,0.21983547091758995,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536_A;f__Ga0077536_A;g__TMED69,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__UBA3900,0.21671426904890606,0.4377105800357979
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__FEN-1139,0.2201413505009777,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__UBA6824,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA8106,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__JABFRO01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__JACNLC01;g__JABMOW01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-M05,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__02-FULL-45-10c;g__2-02-FULL-42-16,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA6182,0.22131781024960911,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__JAAZIL01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__UBA12454;g__JAFGGI01,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU,0.2168061660369418,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Pseudospirillum,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Curtissbacterales;f__GWA2-41-24;g__GWC1-40-35,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED109;g__GCA-2714055,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12473;g__JABJMC01,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__JAABTD01,0.21958668065844006,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__R2A62,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Omnitrophota;c__Koll11;o__1-14-0-20-64-10;f__1-14-0-20-64-10;g__JACQCH01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__UBA998;g__UBA6149,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-16,0.2197375139084127,0.4377105800357979
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__J032,0.2188484555178453,0.4377105800357979
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__CAJANL01,0.21531474284111868,0.4377105800357979
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__M55B135,0.21922878714087557,0.4377105800357979
d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__JAAZPG01,0.2205204175984791,0.4377105800357979
d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10183;f__UBA10183;g__JAHIRR01,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__YR4-1,0.21578156538063312,0.4377105800357979
d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__SZUA-178,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__WFYI01,0.2216070933169908,0.4377105800357979
d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__JACRAV01,0.21578156538063312,0.4377105800357979
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__LEGE-07092,0.2151612598195773,0.4377105800357979
